# time,x [Mpns* Rpns**-2]
0.326,0.0001662635537526218
0.327,0.0001666734672188914
0.328,0.00016708031297869936
0.329,0.00016747209101119077
0.33,0.00016788613044656166
0.331,0.0001682827809743756
0.332,0.00016870685608349863
0.333,0.00016909595523731754
0.334,0.00017715656557709168
0.335,0.00017757319274385
0.336,0.00017799434760984483
0.337,0.0001784414484676906
0.338,0.00017884339655482038
0.339,0.00017920253517695115
0.34,0.00017958483396226347
0.341,0.00017997837647255055
0.342,0.0001886349422228419
0.343,0.0001890668598336187
0.344,0.00018947391539831174
0.345,0.00018986889065020047
0.346,0.00019026114573247765
0.347,0.00019063497668193993
0.348,0.00019101166618000536
0.349,0.00019136905823446718
0.35,0.00020060933943388614
0.351,0.00020105034060960658
0.352,0.0002014693166928534
0.353,0.00020185103129229654
0.354,0.00020220399328096876
0.355,0.0002025767700942651
0.356,0.00020293881777696605
0.357,0.00020331892152851267
0.358,0.00021310457512202475
0.359,0.00021344449385557026
0.36,0.00021381633108301585
0.361,0.00021423015184078817
0.362,0.0002146534547932993
0.363,0.00021499758030833763
0.364,0.00021534928069092413
0.365,0.00021574096309051111
0.366,0.00021605594589332912
0.367,0.0002264371206285501
0.368,0.00022682463152261194
0.369,0.00022717337591827486
0.37,0.00022748389095028344
0.371,0.00022784253138799116
0.372,0.00022822535541158566
0.373,0.00022860979073285417
0.374,0.00022896268357377764
0.375,0.00022933185366598633
0.376,0.00024031683576208684
0.377,0.00024060033413890895
0.378,0.0002409890125609474
0.379,0.00024141589298425694
0.38,0.00024172087139491292
0.381,0.00024198571852654833
0.382,0.0002423698640239515
0.383,0.00024276287885432218
0.384,0.0002431319749069716
0.385,0.00024344208151954043
0.386,0.0002550992207671784
0.387,0.0002554511453157636
0.388,0.0002558536488131439
0.389,0.00025623174448917543
0.39,0.0002565360348846974
0.391,0.00025682720006137404
0.392,0.0002571835516285797
0.393,0.0002575432735490712
0.394,0.00025785177770401086
0.395,0.0002702772681890123
0.396,0.0002706371023668641
0.397,0.00027089458319579806
0.398,0.0002712376404765726
0.399,0.0002715989195352632
0.4,0.0002718552095307369
0.401,0.0002721737825923772
0.402,0.00027252414059575033
0.403,0.0002728897800229579
0.404,0.0002730827338213049
0.405,0.0002863026763385625
0.406,0.00028666700339137285
0.407,0.0002870157223600264
0.408,0.00028731399083819207
0.409,0.00028767403426772914
0.41,0.0002880033073644534
0.411,0.0002882975871598718
0.412,0.00028857416519360727
0.413,0.0003025020685805387
0.414,0.0003028061899464494
0.415,0.00030312016166371777
0.416,0.0003034810388461648
0.417,0.00030373344688481966
0.418,0.0003040102541719143
0.419,0.0003043382517183311
0.42,0.00030466689715829095
0.421,0.00030491470123910724
0.422,0.00030518424713401525
0.423,0.0003054754615529773
0.424,0.00032024592935893284
0.425,0.0003205414232690289
0.426,0.0003208311342804953
0.427,0.0003211897685780791
0.428,0.00032148356962999434
0.429,0.0003218056107905165
0.43,0.0003220696205093189
0.431,0.0003223360307802452
0.432,0.0003226787689482926
0.433,0.00033830764094529747
0.434,0.0003385328849727456
0.435,0.00033877987857412447
0.436,0.00033913060852643615
0.437,0.0003394412850883764
0.438,0.0003397302746289539
0.439,0.0003400081848608752
0.44,0.0003402982259961997
0.441,0.0003405760476424079
0.442,0.00034088070550529557
0.443,0.0003573334257888741
0.444,0.0003576222418942646
0.445,0.00035795492222134124
0.446,0.0003582233979174729
0.447,0.0003585380004767786
0.448,0.0003588223896589172
0.449,0.0003591228276263036
0.45,0.00035943235253893833
0.451,0.00035965466412461673
0.452,0.00035993099473408287
0.453,0.0003773827571580158
0.454,0.0003776495077649278
0.455,0.0003778770124105344
0.456,0.0003781990077419267
0.457,0.0003785036565643526
0.458,0.00037872322375018995
0.459,0.0003790555985731813
0.46,0.00037934860504138077
0.461,0.00037953476108945123
0.462,0.0003979323610762882
0.463,0.00039827357310458184
0.464,0.0003985108481104875
0.465,0.0003988369004437864
0.466,0.00039907783160446434
0.467,0.00039939081695655564
0.468,0.00039961286602510366
0.469,0.00039988957653498117
0.47,0.0004001676811711921
0.471,0.0004004156468111168
0.472,0.000400712037720231
0.473,0.0004009395803905957
0.474,0.00042040151996254686
0.475,0.00042063938106818866
0.476,0.0004209401158866111
0.477,0.00042120773079871684
0.478,0.00042150300320941455
0.479,0.00042177457903461743
0.48,0.00042201405071245877
0.481,0.00042226790956331674
0.482,0.00042248797423527815
0.483,0.0004227949659639392
0.484,0.0004230672771463599
0.485,0.00044357199870386535
0.486,0.00044386151127682864
0.487,0.0004441147082891437
0.488,0.0004444120647113783
0.489,0.0004446757575554816
0.49,0.00044496095914695126
0.491,0.00044522986991137097
0.492,0.000445499389874285
0.493,0.00044577728910541036
0.494,0.00044605690380943453
0.495,0.00046771301016235677
0.496,0.0004680167333832831
0.497,0.00046827247352959086
0.498,0.0004685505085136656
0.499,0.000468776665709842
0.5,0.00046907513742020017
0.501,0.00046929588882602775
0.502,0.00046956576257168486
0.503,0.0004698137972765008
0.504,0.0004925961139824755
0.505,0.0004928674725419877
0.506,0.0004930821263406532
0.507,0.0004932980585428104
0.508,0.0004935746791448905
0.509,0.000493836124087241
0.51,0.0004940606260981534
0.511,0.0004943132308168032
0.512,0.0004944400100039343
0.513,0.0004947140439854802
0.514,0.0004949202284160567
0.515,0.0005189386664140141
0.516,0.0005191899733374774
0.517,0.000519433525909002
0.518,0.0005196862040459734
0.519,0.000519893502035849
0.52,0.0005201265787807406
0.521,0.0005203445260835152
0.522,0.0005205605018571951
0.523,0.0005457971709145571
0.524,0.0005460763810518741
0.525,0.0005462618531311987
0.526,0.0005465046245653854
0.527,0.0005467021548003887
0.528,0.0005468887429726689
0.529,0.0005471070252146379
0.53,0.0005472860594299485
0.531,0.0005738179265413102
0.532,0.0005740524448582609
0.533,0.0005742304609909
0.534,0.0005743976660222411
0.535,0.0005746102085774739
0.536,0.0005747533078006068
0.537,0.0005749512403718113
0.538,0.0005751403745741143
0.539,0.000575286181649891
0.54,0.0005754474098177165
0.541,0.0005755700253894792
0.542,0.0005757233552564115
0.543,0.0005758524779150009
0.544,0.0005759928169898881
0.545,0.0005761459481587815
0.546,0.0005763211528500078
0.547,0.0005764626535442779
0.548,0.0005766424907615106
0.549,0.0005767692399667361
0.55,0.0005769639324995102
0.551,0.0006048717840653857
0.552,0.0006050531408274226
0.553,0.0006052288122258896
0.554,0.0006053978960364473
0.555,0.0006055790941782479
0.556,0.000605732469601485
0.557,0.0006059119562905812
0.558,0.0006060455002464222
0.559,0.0006061717668600297
0.56,0.0006063455437338985
0.561,0.0006064704841849815
0.562,0.0006066494811893498
0.563,0.000606824610346795
0.564,0.000636229869433995
0.565,0.000636449751035632
0.566,0.0006365928263523723
0.567,0.0006368046745801896
0.568,0.0006369827933913244
0.569,0.0006371793922957951
0.57,0.0006373666883286953
0.571,0.0006375632354306178
0.572,0.0006685021204737569
0.573,0.000668692204431088
0.574,0.0006688809448686914
0.575,0.0006690540731795454
0.576,0.0006692533203301851
0.577,0.0006694570610873829
0.578,0.0006696365273672145
0.579,0.0006698182352623515
0.58,0.0006700170974974115
0.581,0.000670168989663235
0.582,0.0007026916286142024
0.583,0.0007028892918289652
0.584,0.00070304243324003
0.585,0.0007032480719753305
0.586,0.0007034452698047901
0.587,0.0007036043294385724
0.588,0.0007037839598359486
0.589,0.0007039720707806042
0.59,0.0007041654367028518
0.591,0.0007043308797548585
0.592,0.0007045465870757404
0.593,0.0007047208811735667
0.594,0.0007048762593147966
0.595,0.0007391444079171854
0.596,0.0007393478680754914
0.597,0.0007395053279202244
0.598,0.000739709489239943
0.599,0.0007399182149801001
0.6,0.0007400529284457502
0.601,0.000740254935548788
0.602,0.0007404465910470535
0.603,0.0007406440110825694
0.604,0.0007408370102557891
0.605,0.0007410147978467934
0.606,0.0007412212927441114
0.607,0.0007413798079731702
0.608,0.0007415464987698135
0.609,0.0007417341159769123
0.61,0.0007777498045365618
0.611,0.0007779394547090292
0.612,0.0007781462398149629
0.613,0.0007783257407954653
0.614,0.000778501096040207
0.615,0.0007786996649186023
0.616,0.0007789248737967966
0.617,0.0007790917101658674
0.618,0.0007792917098994885
0.619,0.0007794891535794114
0.62,0.0007797041929263342
0.621,0.0007798846120737073
0.622,0.0007800856857684268
0.623,0.0007802678271806805
0.624,0.0007804431231672479
0.625,0.0008183596702458353
0.626,0.0008185438407789819
0.627,0.0008187651713182293
0.628,0.0008189570094353963
0.629,0.0008191644945852906
0.63,0.0008193638662256582
0.631,0.0008195462458071458
0.632,0.0008197430942691627
0.633,0.0008199504626488742
0.634,0.0008201545025775522
0.635,0.0008203423389105034
0.636,0.0008205315961754955
0.637,0.0008206944660226176
0.638,0.0008208712530852016
0.639,0.0008210315793826668
0.64,0.0008212057729476601
0.641,0.0008213799589671911
0.642,0.0008215674112635069
0.643,0.0008217465058619162
0.644,0.0008219408362290848
0.645,0.0008221300306349393
0.646,0.0008620739968343939
0.647,0.0008622832400843446
0.648,0.0008624592891833702
0.649,0.0008626700778699844
0.65,0.0008628362918171458
0.651,0.0008630579798341867
0.652,0.0008632529789310251
0.653,0.0008634554138936412
0.654,0.000863652305381771
0.655,0.0008638283737985038
0.656,0.0008640235829267078
0.657,0.000864217489535826
0.658,0.000864369812980257
0.659,0.0008645503809934521
0.66,0.0008647509401988378
0.661,0.0008649264907959761
0.662,0.0008651094751066178
0.663,0.0008652901606312469
0.664,0.0008654731157699619
0.665,0.000865668207441064
0.666,0.0008658548030678287
0.667,0.0008660409762266297
0.668,0.0008662218879753825
0.669,0.0008664008148647174
0.67,0.0008666007699655979
0.671,0.0008668009879978147
0.672,0.0009089404365333879
0.673,0.0009091191548236985
0.674,0.000909311861921634
0.675,0.0009095129270240206
0.676,0.0009096903347065887
0.677,0.0009098579513849997
0.678,0.0009100286377567225
0.679,0.0009102116916229024
0.68,0.0009103993269289399
0.681,0.0009105946278284491
0.682,0.0009107979917797537
0.683,0.0009109651747736158
0.684,0.0009111776654738881
0.685,0.0009113586488723676
0.686,0.0009115466832619768
0.687,0.0009117416784936407
0.688,0.0009119584740220301
0.689,0.0009121766490963194
0.69,0.0009123568035833998
0.691,0.0009125785870241852
0.692,0.0009569801914718613
0.693,0.0009572041243198814
0.694,0.0009574115618619312
0.695,0.0009576362750380772
0.696,0.0009578566433025409
0.697,0.0009580762422697537
0.698,0.0009582908973519404
0.699,0.0009585167245301784
0.7,0.0009587323284254536
0.701,0.0009589506522828054
0.702,0.0009591509852436013
0.703,0.000959357137235312
0.704,0.0009595777490770885
0.705,0.0009598034421097601
0.706,0.0010065070767522975
0.707,0.0010067194836734196
0.708,0.0010069407575431484
0.709,0.0010071543476067603
0.71,0.001007353019701212
0.711,0.0010075384412384623
0.712,0.001007744796435504
0.713,0.0010079790215451005
0.714,0.0010081947958689354
0.715,0.0010084047259002699
0.716,0.001008621898197545
0.717,0.0010088159738533954
0.718,0.0010090346803815083
0.719,0.0010092335107017957
0.72,0.0010094517397484
0.721,0.00100965766005094
0.722,0.0010098857770560357
0.723,0.0010100966161463332
0.724,0.0010103153897043692
0.725,0.0010595075451973336
0.726,0.0010597503633559629
0.727,0.001059974886901996
0.728,0.0010601879316634707
0.729,0.0010604196517009239
0.73,0.001060649349349318
0.731,0.001060877585500402
0.732,0.0010610809355768359
0.733,0.0010612970974485394
0.734,0.00106152783661779
0.735,0.001061758003669936
0.736,0.0010619671313251253
0.737,0.0010621787897462883
0.738,0.0010623681598812813
0.739,0.0010625544630658455
0.74,0.0010627624145053648
0.741,0.001062974010551419
0.742,0.001063175730215124
0.743,0.0010633656633431338
0.744,0.0010635838058613868
0.745,0.0011153482360166129
0.746,0.001115554595571831
0.747,0.0011157714585804555
0.748,0.0011159847911711136
0.749,0.0011162105903385214
0.75,0.0011164343818308128
0.751,0.001116655724197863
0.752,0.0011168869375713243
0.753,0.0011170817673291113
0.754,0.0011172927493829365
0.755,0.0011175203010039532
0.756,0.001117748911279638
0.757,0.00111797860427144
0.758,0.001118213323750393
0.759,0.0011184501108939216
0.76,0.0011186899812759322
0.761,0.0011189176568817318
0.762,0.0011191113090801737
0.763,0.0011193398251872076
0.764,0.0011195616158280659
0.765,0.0011197812319562299
0.766,0.001120019826202728
0.767,0.0011202497801490782
0.768,0.0011204738744221674
0.769,0.0011206833545484415
0.77,0.001120895485406656
0.771,0.0011210905043721095
0.772,0.0011212819985895832
0.773,0.0011214745962180132
0.774,0.001121671732727216
0.775,0.0011218815716559799
0.776,0.001122078082295754
0.777,0.0011222614183126864
0.778,0.0011224472172629714
0.779,0.0011226464388271083
0.78,0.0011228510712407071
0.781,0.0011230392174261465
0.782,0.001123212310198104
0.783,0.0011233866837475743
0.784,0.0011235831121971709
0.785,0.0011237846852443375
0.786,0.0011239890434768874
0.787,0.0011241770347192224
0.788,0.0011243618979310311
0.789,0.0011245458981593121
0.79,0.0011247384768150511
0.791,0.0011249408900604473
0.792,0.0011251389608266332
0.793,0.0010732884213233342
0.794,0.001073468037238175
0.795,0.00107367216367358
0.796,0.0011259231895375894
0.797,0.0011261391731220616
0.798,0.0011263501742354543
0.799,0.0011265679955639338
0.8,0.0011268013325415212
0.801,0.0011270188872292122
0.802,0.0011272179848810656
0.803,0.0011274348563031912
0.804,0.0011276637422141147
0.805,0.001127874195442552
0.806,0.001128079137265717
0.807,0.0011282921394292179
0.808,0.001128494424509397
0.809,0.0011286949266918645
0.81,0.0011289073193892973
0.811,0.0011291444991188182
0.812,0.0011293722386360296
0.813,0.0011295485320457536
0.814,0.0011297406684076703
0.815,0.0011299413328479035
0.816,0.0011301233419967979
0.817,0.0011303141290501465
0.818,0.0011305005639445226
0.819,0.0011307085237911717
0.82,0.0011309237918807192
0.821,0.0011311113461215472
0.822,0.001131314802844209
0.823,0.0011315115618024672
0.824,0.00113169848034273
0.825,0.0011318562969779597
0.826,0.0011320475125943775
0.827,0.0011322559760043067
0.828,0.0011324473226870446
0.829,0.0011326334499418937
0.83,0.0011328368023760984
0.831,0.0011330457986251444
0.832,0.0011332396676220035
0.833,0.0011334256287291625
0.834,0.0011336296515332617
0.835,0.0011338563875282043
0.836,0.0011340685432729807
0.837,0.0011342704417359763
0.838,0.001134464473155086
0.839,0.001134644064944005
0.84,0.0011348699206189035
0.841,0.0011350650033836408
0.842,0.0011352878809690185
0.843,0.0011354813571464526
0.844,0.0011907620193124528
0.845,0.001190973173635559
0.846,0.0011911746163868913
0.847,0.001191405757228528
0.848,0.0011916154525563219
0.849,0.001191834427717074
0.85,0.0011920396418151425
0.851,0.0011922685182983238
0.852,0.0011924968730545702
0.853,0.001192728555678835
0.854,0.0011929136176304187
0.855,0.0011931224190644357
0.856,0.0011933389758459355
0.857,0.0011935408717105578
0.858,0.0011937583223853299
0.859,0.0011940011684075302
0.86,0.0011942087359655272
0.861,0.0011944248077662791
0.862,0.0011946353798327268
0.863,0.0011948491967636872
0.864,0.0011950818290912275
0.865,0.0011953053672231534
0.866,0.0011955517474381682
0.867,0.00119576847475137
0.868,0.0011959799232807906
0.869,0.001196192123598562
0.87,0.0011964043338961062
0.871,0.001196616739623228
0.872,0.0011968259404647322
0.873,0.0011970707165868254
0.874,0.0011972675249859387
0.875,0.0011974862047658566
0.876,0.0011977078234093523
0.877,0.0011979309306920291
0.878,0.001198139436803585
0.879,0.001198363420641913
0.88,0.0011985882477716027
0.881,0.0012569450208455887
0.882,0.0012571742749423792
0.883,0.0012574171556778728
0.884,0.0012576271550258503
0.885,0.0012578208049657633
0.886,0.0012580316255981253
0.887,0.0012582630489505029
0.888,0.0012584567760609885
0.889,0.001258679384234369
0.89,0.0012588915840425236
0.891,0.001259085488908069
0.892,0.0012593011551645938
0.893,0.0012595272202385159
0.894,0.0012597388969444036
0.895,0.0012599001461930694
0.896,0.0012601085207774247
0.897,0.0012020168439816484
0.898,0.0012021894728846132
0.899,0.001202385108496384
0.9,0.0012025944494415144
0.901,0.00120279731019437
0.902,0.0012029788794501155
0.903,0.0012615305484114765
0.904,0.001261744871815984
0.905,0.0012035851065845587
0.906,0.0012037736591254484
0.907,0.0012039770168917195
0.908,0.0012041968881960298
0.909,0.0012628324048337216
0.91,0.0012630624368248774
0.911,0.0012632530777560013
0.912,0.00126348313304652
0.913,0.001263738408606445
0.914,0.0012639633455774888
0.915,0.0012642019370265076
0.916,0.0012644481603359464
0.917,0.0012646916937349884
0.918,0.001264948476425767
0.919,0.0012651761339881628
0.92,0.0012654185946885815
0.921,0.0012656613573013764
0.922,0.0012659243825347177
0.923,0.001266178857054678
0.924,0.0012664320948608957
0.925,0.0013280909592839724
0.926,0.00132834822677511
0.927,0.001328592500331211
0.928,0.001328829666198545
0.929,0.001329065791061351
0.93,0.0013293098681738506
0.931,0.0013295609027107848
0.932,0.0013298020874521856
0.933,0.001330019184725642
0.934,0.0013302681663403904
0.935,0.0013305044706909148
0.936,0.0013307483961229167
0.937,0.0013309598767382042
0.938,0.0013311844518881996
0.939,0.0013314198928511603
0.94,0.0013316645683943333
0.941,0.0013319065134283015
0.942,0.0013321389692102811
0.943,0.001332377715351828
0.944,0.0013326052443514804
0.945,0.0013328410188987682
0.946,0.0013330551684017178
0.947,0.001333280061110212
0.948,0.0013334974310172986
0.949,0.0013337195536268587
0.95,0.0013339433190957036
0.951,0.0013341708136391085
0.952,0.0013343815524967386
0.953,0.0013346038314608565
0.954,0.0013348356931935548
0.955,0.0013350379870078171
0.956,0.001335225518010559
0.957,0.0013354366685607525
0.958,0.0013356555943260693
0.959,0.001335880371954967
0.96,0.0013360943408029357
0.961,0.0013363120921491389
0.962,0.0013365299050899814
0.963,0.0013367509235266807
0.964,0.0013369748423057361
0.965,0.0014020949385518515
0.966,0.0014023304041597114
0.967,0.0014025597168216065
0.968,0.0014028068136066273
0.969,0.0014030508182218118
0.97,0.0014033030007103054
0.971,0.0014035745515569688
0.972,0.0014038180808895098
0.973,0.0014040530635750764
0.974,0.0014043016827804669
0.975,0.0014045357088654043
0.976,0.0014047796470538787
0.977,0.0014050059001502015
0.978,0.001405244622988913
0.979,0.0014054813632227911
0.98,0.0014739512263801443
0.981,0.0014742077019185298
0.982,0.0014744464935589636
0.983,0.0014747336076169088
0.984,0.0014750047829859764
0.985,0.0014752586225801406
0.986,0.0014755082618216012
0.987,0.0014757458640884417
0.988,0.0014760061530269333
0.989,0.0014762834005294186
0.99,0.0014765514622758656
0.991,0.0014768234877419462
0.992,0.0014770643607159278
0.993,0.0014773139046048856
0.994,0.0014775539620390532
0.995,0.0014777946850574992
0.996,0.0014780365088224155
0.997,0.0014782915117208316
0.998,0.0014785515769398497
0.999,0.0014788042667994456
1.0,0.0014790528970868144
1.001,0.0014792921435038612
1.002,0.0014795309448474246
1.003,0.0014797754860574593
1.004,0.0014800281691447524
1.005,0.0014802860612274137
1.006,0.0015524206215059835
1.007,0.0015526888674246453
1.008,0.0015529589186175207
1.009,0.0015532274538050778
1.01,0.0015534924743962725
1.011,0.0015537641275157603
1.012,0.001554037162116897
1.013,0.0015542997916208523
1.014,0.0015545738789941354
1.015,0.0015548437197326584
1.016,0.0015551100129257863
1.017,0.0015553836799310319
1.018,0.0016311847179642071
1.019,0.0016314807688084982
1.02,0.0016317799247708093
1.021,0.0016320606090698994
1.022,0.0016323369553552579
1.023,0.0016326323926147647
1.024,0.0016329197575688792
1.025,0.0016332008438931461
1.026,0.0016334964239903677
1.027,0.0016337538820812723
1.028,0.0016340372489530427
1.029,0.001634305025305621
1.03,0.0016345605175814048
1.031,0.0016348235961773207
1.032,0.0016350675863818522
1.033,0.0016353229337025684
1.034,0.0016355719051129908
1.035,0.0016358568249475872
1.036,0.0017171730600065733
1.037,0.0017174658532357555
1.038,0.0017177530062246057
1.039,0.0017180465542809688
1.04,0.0017183061651725709
1.041,0.001718599508342311
1.042,0.0017188900367161807
1.043,0.0017191714344493812
1.044,0.0017194492982698865
1.045,0.001719714493028678
1.046,0.0017199933514572574
1.047,0.0017202746153313346
1.048,0.0017205539939418937
1.049,0.0017208524279043746
1.05,0.001721141813560668
1.051,0.0017214234428979554
1.052,0.0017217105600092445
1.053,0.00172199578754655
1.054,0.0017222727720007385
1.055,0.0017225632875018143
1.056,0.0018109828700076601
1.057,0.0018112826703788772
1.058,0.0018115592312602155
1.059,0.0018118596680263394
1.06,0.0018121502163376728
1.061,0.0018124393476920693
1.062,0.001812731303674374
1.063,0.001813005297073193
1.064,0.0018133165205317047
1.065,0.0018136205022295233
1.066,0.001813925277137159
1.067,0.001814215077958603
1.068,0.001814523391323175
1.069,0.0018148278458928278
1.07,0.0018151230461535236
1.071,0.0018154270408792998
1.072,0.0018157154358212425
1.073,0.0018160189005036755
1.074,0.0018163032988840987
1.075,0.0019119992425035092
1.076,0.001912307205252605
1.077,0.001912622935356976
1.078,0.0019129227101949183
1.079,0.001913226413551265
1.08,0.0019135133135560276
1.081,0.001913803396128572
1.082,0.0019140925491435766
1.083,0.0019144031944867059
1.084,0.0019146961926083627
1.085,0.001915008696605895
1.086,0.0019153057099017797
1.087,0.0019156118190115847
1.088,0.0019159172198360893
1.089,0.0019162278427788209
1.09,0.0019165351517513767
1.091,0.0019168313622787664
1.092,0.0019171320078874724
1.093,0.0019174286815386297
1.094,0.0019177245652630271
1.095,0.001918027319590069
1.096,0.0019183341198783818
1.097,0.0019186232849038828
1.098,0.0019189274920987003
1.099,0.0019192188802575273
1.1,0.001919531120729091
1.101,0.0019198162052410483
1.102,0.0019201239047124897
1.103,0.0020240088460073574
1.104,0.0020243309651120918
1.105,0.002024640967969578
1.106,0.002024947000873921
1.107,0.0020252574108594224
1.108,0.0020255811257475936
1.109,0.002025900167134936
1.11,0.0020262062471984436
1.111,0.002026520839946902
1.112,0.0020268376826622823
1.113,0.002027169280795742
1.114,0.002027486844056325
1.115,0.002027815107044113
1.116,0.0020281398169203543
1.117,0.00202847348657142
1.118,0.0020287971141247775
1.119,0.002029118429551154
1.12,0.0020294425919292268
1.121,0.002029761244863404
1.122,0.0020300845003484586
1.123,0.002030403931462436
1.124,0.002030725905204509
1.125,0.0020310425602136782
1.126,0.0020313677605607013
1.127,0.002031682041331619
1.128,0.00203199262453598
1.129,0.0020322891739889618
1.13,0.0020325911569718876
1.131,0.0020328981922074197
1.132,0.0020332063957508484
1.133,0.0020335145477384537
1.134,0.0020338212382830815
1.135,0.002146926501357448
1.136,0.0021472567126618
1.137,0.0021475753587071296
1.138,0.002147893853510029
1.139,0.0021482225814701914
1.14,0.002148544645060884
1.141,0.002148878092478988
1.142,0.0021491922526936857
1.143,0.0021495183381870144
1.144,0.0021498514333766817
1.145,0.0021501853053763746
1.146,0.0021505066855920397
1.147,0.002150861262277538
1.148,0.0021511803856964556
1.148,0.0021511803856964556
1.15,0.0021518344003324036
1.151,0.002152164119019705
1.152,0.0021524832641646625
1.153,0.0021528167611453643
1.154,0.002153145853029183
1.155,0.0021534870951091085
1.156,0.0021537962227766655
1.157,0.0021541246254779445
1.158,0.002277331259080517
1.159,0.002277681621148919
1.16,0.002278031727277813
1.161,0.002278377598823882
1.162,0.0022787119904714255
1.163,0.0022790597791072504
1.164,0.0022794162632498857
1.165,0.0022797360917603707
1.166,0.0022801081461849898
1.167,0.0022804526096197545
1.168,0.0022808118359873056
1.169,0.0022811494293416617
1.17,0.002281501743720806
1.171,0.002281834512666681
1.172,0.0022821770188974815
1.173,0.00228251958914678
1.174,0.0022828465455770977
1.175,0.00228318380054018
1.176,0.00228349718093352
1.177,0.0022838438253399655
1.178,0.002284169482695963
1.179,0.002284509102214414
1.18,0.0022848392987355804
1.181,0.0022851752392491027
1.182,0.002285523587752957
1.183,0.002285867970793892
1.184,0.0022862207133250677
1.185,0.0022865611396181602
1.186,0.0022869179419379502
1.187,0.002287254635819175
1.188,0.0022876041675878814
1.189,0.0022879314398298687
1.19,0.0022882751773361095
1.191,0.00228859716697288
1.192,0.0022889223793529727
1.193,0.0022892553212323814
1.194,0.0022895846667357576
1.195,0.0022899256362110642
1.196,0.0022902574091875844
1.197,0.002425140014628285
1.198,0.0024255064599033533
1.199,0.002425874414083068
1.2,0.0024262300948174166
1.201,0.002426596641625566
1.202,0.002426956908651318
1.203,0.0024273090200521256
1.204,0.0024276750006142975
1.205,0.002428016177435071
1.206,0.0024283784760738072
1.207,0.0024287291109256733
1.208,0.002429083443112614
1.209,0.0024294308025912923
1.21,0.002429774695440977
1.211,0.0024301373262486103
